Dataset Name,Comment [Image File Path],Characteristics [Organism],Characteristics [Strain],Characteristics [Mating Type],Characteristics [Genotype],Assay Name,Experimental Condition [Treatment],Experimental Condition [Genotype],Comment [Gene Annotation Comments],Channels,Comment [Gene Identifier 1],Comment [Gene Identifier 2],Comment [Gene Symbol 1],Comment [Gene Symbol 2],Term Source Accession
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos1,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,0uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos2,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,0uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos3,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,0uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos4,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,0uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos5,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos6,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos7,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos8,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos9,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos10,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos11,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos12,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos13,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos14,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,10nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos15,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,20nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos16,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,20nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos17,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,20nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos18,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,20nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos19,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,20nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos20,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,50nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos21,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,50nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos22,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,50nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos23,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,50nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos24,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,50nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos25,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,100nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos26,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,100nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos27,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,100nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos28,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,100nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos29,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,100nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos30,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,300nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos31,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,300nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos32,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,300nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos33,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,300nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos34,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,300nM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos35,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos36,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos37,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos38,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,3170/Pos39,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY; pKAR3-dPSTRR; Histone-CFP,YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,1uM Pheromone at Time 0,pAGA1-dPSTRY; pKAR3-dPSTRR,Saccharomyces genome database,BF: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR3-dPSTR; BF1: Brightfield out of focus,YNR044W,YPR141C,AGA1,KAR3,EFO_0001275
YDA189_AGA1y_FUS1r_Mating,3216/Pos7,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP; MATa; YSP711 pGPD-tdiRFP; MAT@,YDA189_AGA1y_FUS1r_MatingExperiment,Mixing of mating type a and mating type alpha cells,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF0: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,3216/Pos8,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP; MATa; YSP711 pGPD-tdiRFP; MAT@,YDA189_AGA1y_FUS1r_MatingExperiment,Mixing of mating type a and mating type alpha cells,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF0: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,3216/Pos9,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP; MATa; YSP711 pGPD-tdiRFP; MAT@,YDA189_AGA1y_FUS1r_MatingExperiment,Mixing of mating type a and mating type alpha cells,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF0: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,3216/Pos10,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP; MATa; YSP711 pGPD-tdiRFP; MAT@,YDA189_AGA1y_FUS1r_MatingExperiment,Mixing of mating type a and mating type alpha cells,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF0: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,3216/Pos11,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP; MATa; YSP711 pGPD-tdiRFP; MAT@,YDA189_AGA1y_FUS1r_MatingExperiment,Mixing of mating type a and mating type alpha cells,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF0: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,3216/Pos12,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP; MATa; YSP711 pGPD-tdiRFP; MAT@,YDA189_AGA1y_FUS1r_MatingExperiment,Mixing of mating type a and mating type alpha cells,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF0: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,3216/Pos13,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY; pFUS1-dPSTRR; Histone-CFP; MATa; YSP711 pGPD-tdiRFP; MAT@,YDA189_AGA1y_FUS1r_MatingExperiment,Mixing of mating type a and mating type alpha cells,pAGA1-dPSTRY; pFUS1-dPSTRR,Saccharomyces genome database,BF0: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pFUS1-dPSTR; Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,YNR044W,YCL027W,AGA1,FUS1,EFO_0001275;EFO_0001270
YDA198_AGA1y_KAR4r_Mating,3216/Pos14,Saccharomyces cerevisiae,YDA198 X YSP711,mating type a X mating type alpha,YDA198: pAGA1-dPSTRY; pKAR4-dPSTRR; Histone-CFP; MATa; YSP711 pGPD-tdiRFP; MAT@,YDA198_AGA1y_KAR4r_MatingExperiment,Mixing of mating type a and mating type alpha cells,pAGA1-dPSTRY; pKAR4-dPSTRR,Saccharomyces genome database,BF0: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR4-dPSTR; Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,YNR044W,YCL055W,AGA1,KAR4,EFO_0001275;EFO_0001270
YDA198_AGA1y_KAR4r_Mating,3216/Pos15,Saccharomyces cerevisiae,YDA198 X YSP711,mating type a X mating type alpha,YDA198: pAGA1-dPSTRY; pKAR4-dPSTRR; Histone-CFP; MATa; YSP711 pGPD-tdiRFP; MAT@,YDA198_AGA1y_KAR4r_MatingExperiment,Mixing of mating type a and mating type alpha cells,pAGA1-dPSTRY; pKAR4-dPSTRR,Saccharomyces genome database,BF0: Brightfield; CFP:nuclei; YFP: pAGA1-dPSTR; RFP:pKAR4-dPSTR; Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,YNR044W,YCL055W,AGA1,KAR4,EFO_0001275;EFO_0001270
